༢ཁུགས | ཁུག_འདས་པ།_ཐ་མི་དད་པ
བརྔན | རྔན_འདས་པ།_###+རྔན_མ་འོངས་པ།_###+རྔན_མ་འོངས་པ།_ཐ་དད་པ+རྔན_འདས་པ།_ཐ་དད་པ
བརྔབ | རྔབ_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྔབས | རྔབ_འདས་པ།_ཐ་མི་དད་པ
བརྔམ | རྔམ_མ་འོངས་པ།_ཐ་དད་པ+རྔམ_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྔམས | རྔམ_འདས་པ།_ཐ་དད་པ+རྔམ_འདས་པ།_ཐ་མི་དད་པ
བརྔས | རྔ_འདས་པ།_ཐ་དད་པ
བརྔུབ | རྔུབ_མ་འོངས་པ།_ཐ་དད་པ
བརྔུབས | རྔུབ_འདས་པ།_ཐ་དད་པ
བརྔོ | རྔོད_མ་འོངས་པ།_###+རྔོ_མ་འོངས་པ།_ཐ་དད་པ
བརྔོད | རྔོད_མ་འོངས་པ།_ཐ་དད་པ+རྔོད_འདས་པ།_ཐ་དད་པ
བརྔོན | རྔོན_མ་འོངས་པ།_###+རྔོན_འདས་པ།_###
བརྔོས | རྔོད_འདས་པ།_###+རྔོ_འདས་པ།_ཐ་དད་པ
བརྗེ | རྗེ_མ་འོངས་པ།_ཐ་དད་པ
བརྗེད | རྗེད_མ་འོངས་པ།_ཐ་དད་པ+རྗེད_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྗེས | རྗེ_འདས་པ།_ཐ་དད་པ+རྗེད_འདས་པ།_ཐ་དད་པ+རྗེད_འདས་པ།_ཐ་མི་དད་པ
བརྗོད | རྗོད_མ་འོངས་པ།_ཐ་དད་པ+རྗོད_འདས་པ།_ཐ་དད་པ
བརྙ | རྙ_མ་འོངས་པ།_ཐ་དད་པ
བརྙང | རྙང_མ་འོངས་པ།_ཐ་དད་པ
བརྙངས | རྙང_འདས་པ།_ཐ་དད་པ
བརྙན | རྙོན_མ་འོངས་པ།_ཐ་དད་པ+རྙོན_འདས་པ།_ཐ་དད་པ
བརྙབ | རྙབ_མ་འོངས་པ།_ཐ་དད་པ
བརྙབས | རྙབ_འདས་པ།_ཐ་དད་པ
བརྙས | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+རྙ_འདས་པ།_ཐ་དད་པ
བརྙིང | རྙིང_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྙིངས | རྙིང_འདས་པ།_ཐ་མི་དད་པ
བརྙིད | བྱ་ཚིག_ཐ་མི་དད་པ
བརྙིས | བྱ་ཚིག_ཐ་མི་དད་པ
བརྙེས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བརྙོག | རྙོག_མ་འོངས་པ།_ཐ་དད་པ
བརྙོགས | རྙོག_འདས་པ།_ཐ་དད་པ
བརྙོང | རྙོང_མ་འོངས་པ།_ཐ་མི་དད་པ+རྙོང_མ་འོངས་པ།_###+རྙོང_མ་འོངས་པ།_ཐ་དད་པ
བརྙོངས | རྙོང_འདས་པ།_ཐ་དད་པ+རྙོང_འདས་པ།_###+རྙོང_འདས་པ།_ཐ་མི་དད་པ
བརྙོས | བྱ་ཚིག_ཐ་དད་པ
བརྟ | རྟས_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྟག | རྟོག_མ་འོངས་པ།_ཐ་དད་པ
བརྟགས | རྟོག_འདས་པ།_ཐ་དད་པ
བརྟན | རྟོན_མ་འོངས་པ།_ཐ་དད་པ+རྟོན_འདས་པ།_ཐ་དད་པ
བརྟབ | རྟབ_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྟབས | རྟབ_འདས་པ།_ཐ་མི་དད་པ
བརྟས | རྟས_འདས་པ།_ཐ་མི་དད་པ
བརྟུན | རྟུན_འདས་པ།_ཐ་དད་པ+རྟུན_མ་འོངས་པ།_ཐ་དད་པ
བརྟུལ | རྟུལ_མ་འོངས་པ།_ཐ་དད་པ+རྟུལ_མ་འོངས་པ།_###+རྟུལ_འདས་པ།_###+རྟུལ_འདས་པ།_ཐ་དད་པ
བརྟེན | རྟེན_འདས་པ།_ཐ་མི་དད་པ+རྟེན_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྟོད | རྟོད_འདས་པ།_ཐ་དད་པ+རྟོད_མ་འོངས་པ།_ཐ་དད་པ
བརྟོལ | རྟོལ_མ་འོངས་པ།_ཐ་མི་དད་པ+རྟོལ_མ་འོངས་པ།_###+རྟོལ_འདས་པ།_ཐ་མི་དད་པ+རྟོལ_མ་འོངས་པ།_ཐ་དད་པ+རྟོལ_འདས་པ།_###+རྟོལ_འདས་པ།_ཐ་དད་པ
བརྡབ | རྡེབ_མ་འོངས་པ།_ཐ་དད་པ+རྡེབ_མ་འོངས་པ།_###+རྡབ_མ་འོངས་པ།_ཐ་མི་དད་པ
བརྡབས | རྡེབ_འདས་པ།_ཐ་དད་པ+རྡབ_འདས་པ།_ཐ་མི་དད་པ+རྡེབ_འདས་པ།_###
བརྡར | རྡར_མ་འོངས་པ།_###+རྡར_འདས་པ།_###+རྡར_འདས་པ།_ཐ་དད་པ+རྡར_མ་འོངས་པ།_ཐ་དད་པ
བརྡལ | རྡལ_འདས་པ།_ཐ་དད་པ+རྡལ_མ་འོངས་པ།_ཐ་དད་པ
བརྡིབ | རྡིབ_མ་འོངས་པ།_ཐ་མི་དད་པ+རྡིབ_མ་འོངས་པ།_###
བརྡིབས | རྡིབ_འདས་པ།_ཐ་མི་དད་པ+རྡིབ_འདས་པ།_###
བརྡུང | རྡུང_མ་འོངས་པ།_ཐ་དད་པ+རྡུང_མ་འོངས་པ།_###
བརྡུངས | རྡུང_འདས་པ།_###+རྡུང_འདས་པ།_ཐ་དད་པ
བརྡེག | རྡེག_མ་འོངས་པ།_ཐ་དད་པ
བརྡེགས | རྡེག_འདས་པ།_ཐ་དད་པ
བརྡོལ | རྡོལ_འདས་པ།_ཐ་མི་དད་པ+རྡོལ_འདས་པ།_###+རྡོལ_མ་འོངས་པ།_ཐ་མི་དད་པ+རྡོལ_མ་འོངས་པ།_###
བརྡོས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བརྣག | རྣོག_མ་འོངས་པ།_###
བརྣགས | རྣོག_འདས་པ།_###
བརྣང | རྣོང_མ་འོངས་པ།_ཐ་དད་པ
བརྣངས | རྣོང_འདས་པ།_ཐ་དད་པ
བརྣན | རྣོན_མ་འོངས་པ།_ཐ་དད་པ+རྣོན_འདས་པ།_ཐ་དད་པ
བརྣབ | རྣབ_མ་འོངས་པ།_ཐ་དད་པ
བརྣབས | རྣབ_འདས་པ།_ཐ་དད་པ
བརྣུ | རྣུ_མ་འོངས་པ།_ཐ་དད་པ
བརྣུར | རྣུ_འདས་པ།_ཐ་དད་པ
བརྣོག | རྣོག_མ་འོངས་པ།_###+རྣོག_མ་འོངས་པ།_ཐ་དད་པ
བརྣོགས | རྣོག_འདས་པ།_###+རྣོག_འདས་པ།_ཐ་དད་པ
བརྩད | རྩོད_མ་འོངས་པ།_ཐ་དད་པ+རྩོད_འདས་པ།_ཐ་དད་པ
བརྩམ | རྩོམ_མ་འོངས་པ།_ཐ་དད་པ+རྩོམ_མ་འོངས་པ།_###
བརྩམས | རྩོམ_འདས་པ།_ཐ་དད་པ+བྱ་ཚིག_###+རྩོམ_འདས་པ།_###
བརྩལ | རྩོལ_འདས་པ།_###+རྩོལ_མ་འོངས་པ།_ཐ་དད་པ+རྩོལ_འདས་པ།_ཐ་དད་པ+རྩོལ_མ་འོངས་པ།_###
བརྩི | རྩི_མ་འོངས་པ།_ཐ་དད་པ
བརྩིག | རྩིག_མ་འོངས་པ།_ཐ་དད་པ
བརྩིགས | རྩིག_འདས་པ།_ཐ་དད་པ
བརྩིངས | བྱ་ཚིག_###
བརྩིས | རྩི_འདས་པ།_ཐ་དད་པ
བརྩེ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ+རྩེ_མ་འོངས་པ།_ཐ་མི་དད་པ+གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བརྩེག | རྩེག_མ་འོངས་པ།_###+རྩེག_མ་འོངས་པ།_ཐ་དད་པ
བརྩེགས | རྩེག_འདས་པ།_ཐ་དད་པ+རྩེག_འདས་པ།_###
བརྩེང | རྩེང_མ་འོངས་པ།_ཐ་དད་པ+རྩེང_མ་འོངས་པ།_###
བརྩེངས | རྩེང_འདས་པ།_ཐ་དད་པ+རྩེང_འདས་པ།_###
བརྩེས | རྩེ_འདས་པ།_ཐ་མི་དད་པ
བརྩོན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བརྫང | རྫོང_མ་འོངས་པ།_###+རྫོང_མ་འོངས་པ།_ཐ་དད་པ
བརྫངས | རྫོང_འདས་པ།_###+རྫོང_འདས་པ།_ཐ་དད་པ
བརྫད | རྫོད_མ་འོངས་པ།_ཐ་དད་པ+རྫོད_འདས་པ།_ཐ་དད་པ
བརྫས | རྫོ_འདས་པ།_ཐ་དད་པ
བརྫི | རྫི_མ་འོངས་པ།_ཐ་དད་པ+རྫི_མ་འོངས་པ།_###
བརྫིས | རྫི_འདས་པ།_ཐ་དད་པ+རྫི_འདས་པ།_###
བརྫུ | རྫུ_མ་འོངས་པ།_ཐ་དད་པ
བརྫུས | རྫུ_འདས་པ།_ཐ་དད་པ
བརྫེ | རྫེ_མ་འོངས་པ།_ཐ་དད་པ
བརྫེས | རྫེ_འདས་པ།_ཐ་དད་པ
བརྫོ | རྫོ_མ་འོངས་པ།_ཐ་དད་པ
བརྫོག | རྫོག_མ་འོངས་པ།_ཐ་དད་པ+རྫོག_མ་འོངས་པ།_###
བརྫོགས | རྫོག_འདས་པ།_ཐ་དད་པ+རྫོག_འདས་པ།_###
བརླག | རླིང_མ་འོངས་པ།_ཐ་མི་དད་པ+རླུགས_མ་འོངས་པ།_ཐ་མི་དད་པ+རླག_མ་འོངས་པ།_ཐ་དད་པ+རླག_མ་འོངས་པ།_###
བརླགས | རླག_འདས་པ།_###+རླུགས_འདས་པ།_ཐ་མི་དད་པ+རླག_འདས་པ།_ཐ་དད་པ+རླིང_འདས་པ།_ཐ་མི་དད་པ
བརླན | རློན_མ་འོངས་པ།_ཐ་དད་པ+རློན_འདས་པ།_ཐ་དད་པ
བརླབ | རློབ_མ་འོངས་པ།_ཐ་དད་པ
བརླབས | རློབ_འདས་པ།_ཐ་དད་པ
བརླམ | རློམ_མ་འོངས་པ།_ཐ་དད་པ
བརླམས | རློམ_འདས་པ།_ཐ་དད་པ
བརླིང | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བརློང | རློང_མ་འོངས་པ།_ཐ་དད་པ
བརློངས | རློང_འདས་པ།_ཐ་དད་པ
བལ | འབལ_འདས་པ།_ཐ་དད་པ
བལྟ | ལྟ_མ་འོངས་པ།_###+ལྟ_མ་འོངས་པ།_ཐ་དད་པ
བལྟབ | ལྟབ_མ་འོངས་པ།_ཐ་དད་པ
བལྟབས | ལྟབ_འདས་པ།_ཐ་དད་པ
བལྟམ | ལྟམ_མ་འོངས་པ།_ཐ་མི་དད་པ+ལྟེམ_མ་འོངས་པ།_###+ལྟེམ_མ་འོངས་པ།_ཐ་མི་དད་པ+ལྟུང_མ་འོངས་པ།_ཐ་མི་དད་པ
བལྟམས | ལྟུང_འདས་པ།_ཐ་མི་དད་པ+ལྟེམ_འདས་པ།_ཐ་མི་དད་པ+ལྟེམ_འདས་པ།_###+ལྟམ_འདས་པ།_ཐ་མི་དད་པ
བལྟས | ལྟ_འདས་པ།_ཐ་དད་པ+ལྟ_འདས་པ།_###
བལྟེབ | ལྟེབ_མ་འོངས་པ།_ཐ་དད་པ
བལྟེབས | ལྟེབ_འདས་པ།_ཐ་དད་པ
བལྡག | ལྡག_མ་འོངས་པ།_ཐ་དད་པ
བལྡགས | ལྡག_འདས་པ།_ཐ་དད་པ
བལྡད | ལྡད_མ་འོངས་པ།_ཐ་དད་པ+ལྡད_འདས་པ།_ཐ་དད་པ
བལྡབ | ལྡབ_མ་འོངས་པ།_ཐ་དད་པ
བལྡབས | ལྡབ_འདས་པ།_ཐ་དད་པ
བལྡེག | ལྡེག_མ་འོངས་པ།_ཐ་དད་པ+ལྡེག_མ་འོངས་པ།_ཐ་མི་དད་པ
བལྡེགས | ལྡེག_འདས་པ།_ཐ་དད་པ+ལྡེག_འདས་པ།_ཐ་མི་དད་པ
བཤག | འཆགས_མ་འོངས་པ།_ཐ་དད་པ
བཤགས | འཆགས_འདས་པ།_ཐ་དད་པ
བཤང | གཤོང_མ་འོངས་པ།_###+གཤོང_མ་འོངས་པ།_ཐ་དད་པ
བཤངས | གཤོང_འདས་པ།_ཐ་དད་པ+གཤོང_འདས་པ།_###
བཤད | འཆད_འདས་པ།_ཐ་དད་པ+འཆད_མ་འོངས་པ།_ཐ་དད་པ
བཤམ | གཤོམ_མ་འོངས་པ།_###+གཤོམ_མ་འོངས་པ།_ཐ་དད་པ
བཤམས | གཤོམ_འདས་པ།_###+གཤོམ_འདས་པ།_ཐ་དད་པ
བཤའ | བཤའ_ད་ལྟ་བ།_ཐ་དད་པ+བཤའ_མ་འོངས་པ།_ཐ་དད་པ
བཤར | གཤར_འདས་པ།_ཐ་མི་དད་པ
བཤལ | བཤལ_འདས་པ།_ཐ་མི་དད་པ+བཤལ_འདས་པ།_###+བཤལ_ད་ལྟ་བ།_###+བཤལ_མ་འོངས་པ།_ཐ་དད་པ+བཤལ_ད་ལྟ་བ།_ཐ་དད་པ+བཤལ_འདས་པ།_ཐ་དད་པ+བཤལ_ད་ལྟ་བ།_ཐ་མི་དད་པ+བཤལ_མ་འོངས་པ།_###+བཤལ_མ་འོངས་པ།_ཐ་མི་དད་པ
བཤས | བཤའ_འདས་པ།_ཐ་དད་པ
བཤིག | འཇིག_འདས་པ།_ཐ་དད་པ+ཤིག_མ་འོངས་པ།_ཐ་དད་པ
བཤིགས | ཤིག_འདས་པ།_ཐ་དད་པ
བཤིབ | བྱ་ཚིག_ཐ་དད་པ
བཤིབས | བྱ་ཚིག_ཐ་དད་པ
བཤུ | གཤུ_མ་འོངས་པ།_ཐ་དད་པ+བཤུ_ད་ལྟ་བ།_###+བཤུ_མ་འོངས་པ།_ཐ་དད་པ+བཤུ_མ་འོངས་པ།_###+བཤུ_ད་ལྟ་བ།_ཐ་དད་པ
བཤུག | ཤུག_མ་འོངས་པ།_ཐ་དད་པ
བཤུགས | ཤུག_འདས་པ།_ཐ་དད་པ
བཤུང | གཤུང_མ་འོངས་པ།_ཐ་དད་པ
བཤུངས | གཤུང_འདས་པ།_ཐ་དད་པ
བཤུད | གཤུད_སྐུལ་ཚིག_ཐ་དད་པ+བཤུད_འདས་པ།_ཐ་དད་པ+བཤུད_ད་ལྟ་བ།_ཐ་དད་པ+བཤུད_མ་འོངས་པ།_ཐ་དད་པ+གཤུད_འདས་པ།_ཐ་དད་པ
བཤུབ | ཤུབ_མ་འོངས་པ།_ཐ་དད་པ
བཤུབས | ཤུབ_འདས་པ།_ཐ་དད་པ
བཤུམ | ཤུམ_མ་འོངས་པ།_ཐ་མི་དད་པ
བཤུམས | ཤུམ_འདས་པ།_ཐ་མི་དད་པ
