ཀུམ | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བྱ་ཚིག_###
བཀོལ | འཁོལ_འདས་པ།_ཐ་དད་པ+བཀོལ_འདས་པ།_ཐ་དད་པ+འཁོལ_མ་འོངས་པ།_###+དགོལ_འདས་པ།_ཐ་དད་པ+འཁོལ_འདས་པ།_###+ཁོལ_འདས་པ།_###
བཀྱག | བཀྱགས_མ་འོངས་པ།_ཐ་དད་པ+བཀྱག_མ་འོངས་པ།_ཐ་དད་པ+བཀྱགས_མ་འོངས་པ།_###+འགྱོག_མ་འོངས་པ།_ཐ་དད་པ+ཁྱོགས_མ་འོངས་པ།_###+ཁྱོགས_མ་འོངས་པ།_ཐ་དད་པ+ཁྱོག_མ་འོངས་པ།_ཐ་དད་པ
བཀྱགས | བཀྱག_འདས་པ།_ཐ་དད་པ+བཀྱགས_འདས་པ།_###+ཁྱོགས_འདས་པ།_ཐ་དད་པ+འགྱོག_འདས་པ།_ཐ་དད་པ+ཁྱོག_འདས་པ།_ཐ་དད་པ+ཁྱོགས_འདས་པ།_###+བཀྱགས_འདས་པ།_ཐ་དད་པ
བཀྱལ | འཁྱལ_མ་འོངས་པ།_ཐ་མི་དད་པ+བཀྱལ_མ་འོངས་པ།_ཐ་མི་དད་པ+བཀྱལ_འདས་པ།_ཐ་མི་དད་པ+འཁྱལ_འདས་པ།_ཐ་མི་དད་པ
བཀྱིག | ཁྱིགས_མ་འོངས་པ།_ཐ་དད་པ+འཁྱིག_མ་འོངས་པ།_ཐ་དད་པ
བཀྱིགས | ཁྱིགས_འདས་པ།_ཐ་དད་པ+འཁྱིག_འདས་པ།_ཐ་དད་པ
བཀྱེ | བཀྱེས_མ་འོངས་པ།_ཐ་དད་པ+འགྱེད_མ་འོངས་པ།_###+འགྱེད_མ་འོངས་པ།_ཐ་དད་པ+བཀྱེ_མ་འོངས་པ།_ཐ་དད་པ+ཁྱེས_མ་འོངས་པ།_###
བཀྱེད | ཁྱེད_འདས་པ།_ཐ་དད་པ+དགྱེད_འདས་པ།_ཐ་དད་པ+འགྱེད_འདས་པ།_###+བཀྱེད_འདས་པ།_ཐ་དད་པ
བཀྱེས | འགྱེད_འདས་པ།_###+བཀྱེ_འདས་པ།_ཐ་དད་པ+ཁྱེས_འདས་པ།_###+འགྱེད_འདས་པ།_ཐ་དད་པ+བཀྱེས_འདས་པ།_ཐ་དད་པ
བཀྱོན | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བཀྲབ | འཁྲབ_འདས་པ།_ཐ་དད་པ+དཀྲབ_འདས་པ།_ཐ་དད་པ+ཁྲོབ_འདས་པ།_ཐ་དད་པ+བཀྲབ_འདས་པ།_ཐ་དད་པ
བཀྲབས | བྱ་ཚིག_ཐ་དད་པ
བཀྲམ | བཀྲམ_འདས་པ།_ཐ་དད་པ+དགྲམ_འདས་པ།_ཐ་དད་པ+ཁྲོམ_འདས་པ།_ཐ་དད་པ+འགྲེམ_འདས་པ།_ཐ་དད་པ
བཀྲལ | ཁྲོལ_འདས་པ།_ཐ་དད་པ+དགྲོལ_འདས་པ།_###+བཀྲལ_འདས་པ།_ཐ་དད་པ+འགྲེལ_འདས་པ།_ཐ་དད་པ
བཀྲི | ཁྲིད_མ་འོངས་པ།_###+བཀྲི_མ་འོངས་པ།_ཐ་དད་པ+འཁྲིད_མ་འོངས་པ།_###+བཀྲིས_མ་འོངས་པ།_ཐ་དད་པ
བཀྲིས | ཁྲིད_འདས་པ།_###+བཀྲི_འདས་པ།_ཐ་དད་པ+འཁྲིད_འདས་པ།_###+བཀྲིས_འདས་པ།_ཐ་དད་པ
བཀྲུ | ཁྲུས_མ་འོངས་པ།_ཐ་དད་པ+བཀྲུ_མ་འོངས་པ།_ཐ་དད་པ+བཀྲུས_མ་འོངས་པ།_ཐ་དད་པ+འཁྲུད_མ་འོངས་པ།_ཐ་དད་པ
བཀྲུམས | དཀྲུམ_སྐུལཚིག_འབྲི་ཚུལ+དཀྲུམ_འདསཔ_འབྲི་ཚུལ
བཀྲུས | བཀྲུ_འདས་པ།_ཐ་དད་པ+འཁྲུད_འདས་པ།_ཐ་དད་པ+ཁྲུས_འདས་པ།_ཐ་དད་པ+བཀྲུས_འདས་པ།_ཐ་དད་པ
བཀྲེས | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ
བཀྲོངས | དགྲོངས_འདས་པ།_ཐ་དད་པ+དགྲོང_འདས་པ།_ཐ་དད་པ+བགྲོང_འདས་པ།_ཐ་དད་པ+བཀྲོངས_འདས་པ།_ཐ་དད་པ
བཀྲོབས | འཁྲབ_སྐུལཚིག_འབྲི་ཚུལ
བཀྲོལ | དགྲོལ_འདས་པ།_ཐ་དད་པ+ཁྲོལ_འདས་པ།_###+འཁྲོལ_མ་འོངས་པ།_ཐ་དད་པ+འགྲོལ_འདས་པ།_ཐ་དད་པ+བཀྲོལ_འདས་པ།_ཐ་དད་པ+འཁྲོལ_འདས་པ།_ཐ་དད་པ+དཀྲོལ_འདས་པ།_ཐ་དད་པ+འཁྲོལ_འདས་པ།_###
བཀླག | ཀློག_མ་འོངས་པ།_ཐ་དད་པ+བཀླག_མ་འོངས་པ།_ཐ་དད་པ+བཀླགས_མ་འོངས་པ།_ཐ་དད་པ+ཀློགས_མ་འོངས་པ།_ཐ་དད་པ
བཀླགས | ཀློགས_འདས་པ།_ཐ་དད་པ+བཀླགས_འདས་པ།_ཐ་དད་པ+ཀློག_འདས་པ།_ཐ་དད་པ+བཀླག_འདས་པ།_ཐ་དད་པ
བཀླུབ | བཀླུབས_མ་འོངས་པ།_ཐ་དད་པ+ཀླུབ_མ་འོངས་པ།_ཐ་དད་པ+བཀླུབ_མ་འོངས་པ།_ཐ་དད་པ+ཀླུབས_མ་འོངས་པ།_ཐ་དད་པ
བཀླུབས | ཀླུབས_འདས་པ།_ཐ་དད་པ+བཀླུབས_འདས་པ།_ཐ་དད་པ+བཀླུབ_འདས་པ།_ཐ་དད་པ+ཀླུབ_འདས་པ།_ཐ་དད་པ
བགག | བསྒག_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ
བགགས | བསྒགས_འབྲི་ཚུལ+བྱ་ཚིག_ཐ་དད་པ+བྱ་ཚིག_###+འགེགས_འདསཔ_འབྲི་ཚུལ
བགད | དགོད_མ་འོངས་པ།_ཐ་དད་པ+དགོད_འདས་པ།_ཐ་དད་པ
བགམ | བགོམས_ད་ལྟ་བ།_###+བགམ_ད་ལྟ་བ།_ཐ་དད་པ+བགམ_མ་འོངས་པ།_ཐ་དད་པ+བགམས_མ་འོངས་པ།_ཐ་དད་པ+བགོམས_མ་འོངས་པ།_###+བགམས_ད་ལྟ་བ།_ཐ་དད་པ
བགམས | བགོམས_འདས་པ།_###+བགམ_འདས་པ།_ཐ་དད་པ+བགམས_འདས་པ།_ཐ་དད་པ
བགོ | བགོ_མ་འོངས་པ།_ཐ་དད་པ+བགོས_ད་ལྟ་བ།_###+བགོད_མ་འོངས་པ།_ཐ་དད་པ+བགོ_ད་ལྟ་བ།_ཐ་དད་པ+བགོ_མ་འོངས་པ།_###+བགོས_མ་འོངས་པ།_ཐ་དད་པ+བགོས_མ་འོངས་པ།_###
བགོགས | བསྒགས_སྐུལཚིག_འབྲི་ཚུལ
བགོད | བགོ_ད་ལྟ་བ།_###+བགོད_ད་ལྟ་བ།_ཐ་དད་པ+བགོ_སྐུལ་ཚིག_###+བགོད_སྐུལ་ཚིག_ཐ་དད་པ+བགོས_ད་ལྟ་བ།_ཐ་དད་པ+བགོས_སྐུལ་ཚིག_ཐ་དད་པ
བགོམ | བགོམ_མ་འོངས་པ།_ཐ་དད་པ+འགོམ_མ་འོངས་པ།_ཐ་དད་པ+བགོམས_མ་འོངས་པ།_ཐ་དད་པ+འགོམས_མ་འོངས་པ།_ཐ་དད་པ
བགོམས | བགམས_སྐུལ་ཚིག_ཐ་དད་པ+འགོམས_འདས་པ།_ཐ་དད་པ+འགོམ_འདས་པ།_ཐ་དད་པ+བགོམས_འདས་པ།_ཐ་དད་པ+བགམ_སྐུལ་ཚིག_ཐ་དད་པ+བགོམ_འདས་པ།_ཐ་དད་པ+བགོམས_སྐུལ་ཚིག_###
བགོར | འགོར_སྐུལ་ཚིག_ཐ་དད་པ+བགོར_མ་འོངས་པ།_ཐ་དད་པ+བགོར_འདས་པ།_ཐ་དད་པ+བགོར_སྐུལ་ཚིག_ཐ་དད་པ+འགོར_མ་འོངས་པ།_ཐ་དད་པ+འགོར_འདས་པ།_ཐ་དད་པ
བགོས | བགོད_འདས་པ།_ཐ་དད་པ+བགོ_འདས་པ།_###+བགོས_སྐུལ་ཚིག_###+བགོ_སྐུལ་ཚིག_ཐ་དད་པ+བགོས_འདས་པ།_ཐ་དད་པ+བགོ_འདས་པ།_ཐ་དད་པ+བགོས_འདས་པ།_###
བགྱང | བགྱོངས_མ་འོངས་པ།_ཐ་དད་པ+བགྱངས_མ་འོངས་པ།_ཐ་དད་པ+བགྱང_མ་འོངས་པ།_ཐ་དད་པ+བགྱངས_ད་ལྟ་བ།_ཐ་དད་པ+བགྱོངས_ད་ལྟ་བ།_ཐ་དད་པ+བགྱང_ད་ལྟ་བ།_ཐ་དད་པ
བགྱངས | བགྱངས_འདས་པ།_ཐ་དད་པ+བགྱང_འདས་པ།_ཐ་དད་པ+བགྱོངས_འདས་པ།_ཐ་དད་པ
བགྱི | གྱིས_མ་འོངས་པ།_ཐ་དད་པ+བགྱི_མ་འོངས་པ།_ཐ་དད་པ+བགྱིད_མ་འོངས་པ།_ཐ་དད་པ
བགྱིད | གྱིས_ད་ལྟ་བ།_ཐ་དད་པ+བགྱི_ད་ལྟ་བ།_ཐ་དད་པ+བགྱིད_ད་ལྟ་བ།_ཐ་དད་པ
བགྱིས | བགྱི_འདས་པ།_ཐ་དད་པ+གྱིས_འདས་པ།_ཐ་དད་པ+བགྱིད_འདས་པ།_ཐ་དད་པ
བགྱོངས | བགྱང_སྐུལ་ཚིག_ཐ་དད་པ+བགྱངས_སྐུལ་ཚིག_ཐ་དད་པ+བགྱོངས_སྐུལ་ཚིག_ཐ་དད་པ
བགྲང | བགྲངས_མ་འོངས་པ།_ཐ་དད་པ+བགྲོངས_ད་ལྟ་བ།_ཐ་དད་པ+བགྲོངས_མ་འོངས་པ།_ཐ་དད་པ+བགྲང_ད་ལྟ་བ།_ཐ་དད་པ+བགྲང_མ་འོངས་པ།_ཐ་དད་པ+བགྲངས_ད་ལྟ་བ།_ཐ་དད་པ
བགྲངས | བགྲང_འདས་པ།_ཐ་དད་པ+བགྲོངས_འདས་པ།_ཐ་དད་པ+བགྲངས_འདས་པ།_ཐ་དད་པ
བགྲད | བགྲད_ད་ལྟ་བ།_###+བགྲད_འདས་པ།_ཐ་མི་དད་པ+བགྲད_མ་འོངས་པ།_ཐ་མི་དད་པ+བགྲད_འདས་པ།_###+བགྲད_ད་ལྟ་བ།_ཐ་མི་དད་པ+བགྲད_མ་འོངས་པ།_###
བགྲིལ | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བགྲུ | གྲུས_མ་འོངས་པ།_ཐ་དད་པ+བགྲུ_མ་འོངས་པ།_ཐ་དད་པ+བགྲུད_མ་འོངས་པ།_ཐ་དད་པ+བགྲུས_མ་འོངས་པ།_ཐ་དད་པ
བགྲུང | བགྲུངས_ད་ལྟ་བ།_ཐ་དད་པ+བགྲུང_མ་འོངས་པ།_ཐ་དད་པ+བགྲུངས_མ་འོངས་པ།_ཐ་དད་པ+བགྲུང_ད་ལྟ་བ།_ཐ་དད་པ
བགྲུངས | བགྲུང_སྐུལ་ཚིག_ཐ་དད་པ+བགྲུངས_སྐུལ་ཚིག_ཐ་དད་པ+བགྲུངས_འདས་པ།_ཐ་དད་པ+བགྲུང_འདས་པ།_ཐ་དད་པ
བགྲུད | བགྲུད_ད་ལྟ་བ།_ཐ་དད་པ+གྲུས_ད་ལྟ་བ།_ཐ་དད་པ+བགྲུ_ད་ལྟ་བ།_ཐ་དད་པ+བགྲུས_ད་ལྟ་བ།_ཐ་དད་པ
བགྲུས | བགྲུས_འདས་པ།_ཐ་དད་པ+གྲུས_འདས་པ།_ཐ་དད་པ+བགྲུས_སྐུལ་ཚིག_ཐ་དད་པ+བགྲུད_སྐུལ་ཚིག_ཐ་དད་པ+བགྲུ_འདས་པ།_ཐ་དད་པ+བགྲུད_འདས་པ།_ཐ་དད་པ
བགྲེས | གཟུགས་མི་འགྱུར་བ_ཐ་དད་པ
བགྲོ | བགྲོ_མ་འོངས་པ།_ཐ་དད་པ+བགྲོ_ད་ལྟ་བ།_ཐ་དད་པ+བགྲོས_མ་འོངས་པ།_ཐ་དད་པ+བགྲོས_ད་ལྟ་བ།_ཐ་དད་པ
བགྲོང | དགྲོང_མ་འོངས་པ།_ཐ་དད་པ+དགྲོངས_མ་འོངས་པ།_ཐ་དད་པ+བགྲོང_མ་འོངས་པ།_ཐ་དད་པ+བཀྲོངས_མ་འོངས་པ།_ཐ་དད་པ
བགྲོངས | བགྲང_སྐུལ་ཚིག_ཐ་དད་པ+བགྲངས_སྐུལ་ཚིག_ཐ་དད་པ+བགྲོངས_སྐུལ་ཚིག_ཐ་དད་པ
བགྲོད | གཟུགས་མི་འགྱུར་བ_ཐ་མི་དད་པ+བགྲད_སྐུལ་ཚིག_ཐ་མི་དད་པ+བྱ་ཚིག_###+བགྲད_སྐུལ་ཚིག_###
བགྲོས | བགྲོས_འདས་པ།_ཐ་དད་པ+བགྲོ_འདས་པ།_ཐ་དད་པ+བགྲོ_སྐུལ་ཚིག_ཐ་དད་པ+བགྲོས_སྐུལ་ཚིག_ཐ་དད་པ
བང | བངས_མ་འོངས་པ།_ཐ་མི་དད་པ+བངས_ད་ལྟ་བ།_ཐ་མི་དད་པ
བངས | བངས_འདས་པ།_ཐ་མི་དད་པ
བཅག | གཅག_འདས་པ།_ཐ་མི་དད་པ+ཆོག_འདས་པ།_###+བཅག_འདས་པ།_###+བཅགས_མ་འོངས་པ།_ཐ་དད་པ+ཆོག_འདས་པ།_ཐ་དད་པ+བཅག_མ་འོངས་པ།_ཐ་མི་དད་པ+བཅག_འདས་པ།_ཐ་དད་པ+འཆག_མ་འོངས་པ།_###+གཅོག_འདས་པ།_ཐ་དད་པ+གཅོག_འདས་པ།_###+འཇག_འདས་པ།_ཐ་དད་པ+ཆོགས_མ་འོངས་པ།_ཐ་དད་པ
བཅགས | བཅགས_འདས་པ།_ཐ་དད་པ+འཆག_འདས་པ།_###+ཆོགས_འདས་པ།_ཐ་དད་པ+བཅག_འདས་པ།_ཐ་མི་དད་པ
བཅང | འཆང_མ་འོངས་པ།_ཐ་དད་པ+འཆང_མ་འོངས་པ།_###+བཅངས_མ་འོངས་པ།_ཐ་དད་པ+ཆོངས_མ་འོངས་པ།_ཐ་དད་པ+བཅང_མ་འོངས་པ།_ཐ་དད་པ
བཅངས | བཅང_འདས་པ།_ཐ་དད་པ+འཆང_འདས་པ།_ཐ་དད་པ+ཆོངས_འདས་པ།_ཐ་དད་པ+བཅངས_འདས་པ།_ཐ་དད་པ+འཆང_འདས་པ།_###
བཅད | གཅད_འདས་པ།_ཐ་མི་དད་པ+བཅད_འདས་པ།_ཐ་དད་པ+གཅོད_འདས་པ།_ཐ་དད་པ+ཆོད_འདས་པ།_ཐ་དད་པ+གཅོད_འདས་པ།_###+གཅོད_འདས་པ།_ཐ་མི་དད་པ+གཅད_འདས་པ།_ཐ་དད་པ
བཅབ | བཅབས_མ་འོངས་པ།_ཐ་དད་པ+ཆོབས_མ་འོངས་པ།_ཐ་དད་པ+བཅབ_མ་འོངས་པ།_ཐ་དད་པ+འཆབ_མ་འོངས་པ།_ཐ་དད་པ
བཅབས | ཆོབས_འདས་པ།_ཐ་དད་པ+བཅབ_འདས་པ།_ཐ་དད་པ+བཅབས_འདས་པ།_ཐ་དད་པ+འཆབ_འདས་པ།_ཐ་དད་པ
བཅམས | གཅོམ_འདས་པ།_ཐ་དད་པ+བཅམས_འདས་པ།_ཐ་དད་པ+བཅོམ_འདས་པ།_###
བཅའ | བཅའ_མ་འོངས་པ།_ཐ་དད་པ+འཆའ_མ་འོངས་པ།_ཐ་མི་དད་པ+འཆའ_མ་འོངས་པ།_###+ཆོས_མ་འོངས་པ།_ཐ་མི་དད་པ+ཆོས_མ་འོངས་པ།_###+འཆའ_མ་འོངས་པ།_ཐ་དད་པ+བཅས_མ་འོངས་པ།_ཐ་མི་དད་པ+བཅས_མ་འོངས་པ།_ཐ་དད་པ
བཅར | གཅར_འདས་པ།_ཐ་མི་དད་པ+ཆོར_མ་འོངས་པ།_ཐ་དད་པ+གཅར_འདས་པ།_###+བཅར_འདས་པ།_ཐ་དད་པ+ཆོར_འདས་པ།_ཐ་དད་པ
བཅལ | གཞལ_འདས་པ།_ཐ་དད་པ+བཅལ_འདས་པ།_ཐ་དད་པ+འཇལ_འདས་པ།_###+འཇོལ_འདས་པ།_ཐ་དད་པ+འཇལ_འདས་པ།_ཐ་དད་པ
